timestamp,open,high,low,close,volume
2024-04-14 17:30:00,63113.42,64212.13,63077.0,63874.29,1922.00304
2024-04-14 17:45:00,63874.3,64039.32,63579.99,63868.58,749.48593
2024-04-14 18:00:00,63868.57,64363.64,63757.0,64257.74,633.85985
2024-04-14 18:15:00,64257.75,64443.3,64080.1,64333.38,612.1398
2024-04-14 18:30:00,64333.37,64695.4,64312.98,64505.16,516.14381
2024-04-14 18:45:00,64505.15,64545.47,64350.51,64397.67,238.36064
2024-04-14 19:00:00,64397.67,64474.23,64079.26,64097.15,288.99499
2024-04-14 19:15:00,64097.14,64181.82,63940.3,64004.56,350.77866
2024-04-14 19:30:00,64004.57,64300.0,63957.31,64263.42,325.69068
2024-04-14 19:45:00,64263.41,64369.3,64137.01,64168.62,208.35249
2024-04-14 20:00:00,64168.62,64350.0,63943.79,64036.73,396.44538
2024-04-14 20:15:00,64036.73,64157.0,63986.33,64120.42,242.3187
2024-04-14 20:30:00,64120.43,64257.0,64060.6,64113.55,196.74644
2024-04-14 20:45:00,64113.55,64117.9,63699.2,63842.36,478.96195
2024-04-14 21:00:00,63842.35,63848.49,63546.39,63695.61,379.01888
2024-04-14 21:15:00,63695.62,63815.15,63326.42,63630.44,503.77687
2024-04-14 21:30:00,63630.45,63722.95,63422.95,63460.49,180.4891
2024-04-14 21:45:00,63460.48,63780.25,63438.45,63682.15,180.06345
2024-04-14 22:00:00,63682.15,65399.87,63641.79,64933.48,2063.27029
2024-04-14 22:15:00,64933.47,65396.83,64700.0,65306.7,716.79988
2024-04-14 22:30:00,65306.69,65463.56,65018.16,65130.32,862.00422
2024-04-14 22:45:00,65130.32,65366.81,64899.11,65330.3,551.30802
2024-04-14 23:00:00,65330.29,65377.0,65057.01,65345.68,449.97402
2024-04-14 23:15:00,65345.68,65840.0,65220.15,65532.02,853.07505
2024-04-14 23:30:00,65532.01,65772.69,65381.1,65765.17,541.49334
2024-04-14 23:45:00,65765.17,65765.17,65540.51,65661.84,539.33955
2024-04-15 00:00:00,65661.85,65867.45,65397.0,65712.77,728.42137
2024-04-15 00:15:00,65712.78,65743.44,65380.05,65489.37,474.98727
2024-04-15 00:30:00,65489.36,65720.31,65283.11,65630.6,572.69135
2024-04-15 00:45:00,65630.6,65743.03,65356.44,65485.23,662.19743
2024-04-15 01:00:00,65485.22,65527.12,65291.2,65386.96,456.30709
2024-04-15 01:15:00,65386.97,65573.18,65350.42,65572.97,301.84611
2024-04-15 01:30:00,65572.97,65706.53,65383.0,65383.01,321.67786
2024-04-15 01:45:00,65383.01,65383.01,65042.98,65275.62,419.01999
2024-04-15 02:00:00,65275.63,65361.47,65140.1,65140.12,597.65907
2024-04-15 02:15:00,65140.11,65309.71,65095.73,65214.6,264.85229
2024-04-15 02:30:00,65214.6,65272.4,64937.01,65074.47,345.98717
2024-04-15 02:45:00,65074.47,65207.33,64988.04,65129.74,207.28213
2024-04-15 03:00:00,65129.73,65307.9,65030.88,65199.98,221.58928
2024-04-15 03:15:00,65199.97,65307.82,65170.21,65226.07,211.72719
2024-04-15 03:30:00,65226.06,65323.77,65176.81,65323.41,213.67723
2024-04-15 03:45:00,65323.41,65323.42,65106.38,65138.19,221.21374
2024-04-15 04:00:00,65138.2,65170.22,64711.98,64791.83,426.95446
2024-04-15 04:15:00,64791.83,64943.0,64683.01,64943.0,239.38625
2024-04-15 04:30:00,64942.99,64988.81,64787.23,64904.3,376.48016
2024-04-15 04:45:00,64904.3,64943.0,64828.78,64906.14,200.87764
2024-04-15 05:00:00,64906.13,65059.97,64903.6,64955.73,222.01905
2024-04-15 05:15:00,64955.73,65195.15,64915.05,65111.73,245.46778
2024-04-15 05:30:00,65111.73,65383.84,65085.07,65252.81,293.53456
2024-04-15 05:45:00,65252.8,65512.2,65235.66,65466.74,462.25854
2024-04-15 06:00:00,65466.73,65695.13,65355.45,65624.31,473.09319
2024-04-15 06:15:00,65624.31,66382.98,65598.51,66339.51,1142.15327
2024-04-15 06:30:00,66339.51,66500.0,66142.08,66324.12,1183.09565
2024-04-15 06:45:00,66324.12,66558.78,66080.09,66463.63,1195.28673
2024-04-15 07:00:00,66463.63,66582.84,66213.41,66308.69,527.59157
2024-04-15 07:15:00,66308.68,66538.71,66220.11,66464.41,756.84985
2024-04-15 07:30:00,66464.42,66510.01,66308.36,66317.29,566.07054
2024-04-15 07:45:00,66317.28,66400.75,66151.41,66263.84,578.58702
2024-04-15 08:00:00,66263.84,66450.53,66064.48,66086.78,472.35048
2024-04-15 08:15:00,66086.77,66294.7,66069.99,66185.7,404.63814
2024-04-15 08:30:00,66185.7,66457.88,66184.75,66367.95,524.59432
2024-04-15 08:45:00,66367.96,66386.22,66167.64,66287.21,223.15317
2024-04-15 09:00:00,66287.22,66300.0,66119.12,66257.97,293.46219
2024-04-15 09:15:00,66257.97,66867.07,66242.85,66644.51,655.64741
2024-04-15 09:30:00,66644.5,66757.0,66512.0,66712.14,553.38119
2024-04-15 09:45:00,66712.14,66785.83,66546.33,66578.39,615.23904
2024-04-15 10:00:00,66578.39,66646.18,66450.68,66545.24,308.54634
2024-04-15 10:15:00,66545.25,66579.2,66378.03,66477.0,467.41114
2024-04-15 10:30:00,66477.0,66523.69,66400.55,66506.76,162.32844
2024-04-15 10:45:00,66506.77,66578.49,66445.79,66465.56,239.35266
2024-04-15 11:00:00,66465.57,66720.64,66191.48,66250.04,515.96161
2024-04-15 11:15:00,66250.05,66317.05,66100.15,66196.65,401.54615
2024-04-15 11:30:00,66196.66,66217.0,65840.8,65999.99,414.82432
2024-04-15 11:45:00,65999.99,66095.75,65807.25,65860.12,343.21134
2024-04-15 12:00:00,65860.12,66144.03,65797.73,66131.31,439.48162
2024-04-15 12:15:00,66131.32,66166.65,65883.26,66022.06,272.33091
2024-04-15 12:30:00,66022.07,66243.12,65900.0,66105.73,389.46295
2024-04-15 12:45:00,66105.74,66164.2,65992.75,66028.17,196.80791
2024-04-15 13:00:00,66028.17,66240.44,65904.25,66156.45,318.14174
2024-04-15 13:15:00,66156.45,66257.0,66025.9,66150.0,241.76382
2024-04-15 13:30:00,66149.99,66267.14,65809.13,66228.97,556.03156
2024-04-15 13:45:00,66228.97,66399.0,65684.65,65865.77,815.87223
2024-04-15 14:00:00,65865.78,65977.0,65178.75,65205.43,971.84956
2024-04-15 14:15:00,65205.43,65557.0,65149.25,65359.21,789.92309
2024-04-15 14:30:00,65359.21,65457.0,64700.02,64848.18,1073.9326
2024-04-15 14:45:00,64848.17,64921.92,64183.99,64235.24,1812.05583
2024-04-15 15:00:00,64235.25,64512.86,63810.0,64509.2,1506.69965
2024-04-15 15:15:00,64509.2,64792.88,64342.9,64656.65,808.4362
2024-04-15 15:30:00,64656.66,64705.58,64300.0,64332.79,852.3645
2024-04-15 15:45:00,64332.79,64673.21,64306.39,64568.81,852.62486
2024-04-15 16:00:00,64568.8,64868.28,64462.19,64537.02,575.93472
2024-04-15 16:15:00,64537.02,64587.86,64049.56,64114.74,763.9401
2024-04-15 16:30:00,64114.73,64351.83,63892.88,64138.36,972.09811
2024-04-15 16:45:00,64138.35,64309.83,64010.0,64148.61,546.53235
2024-04-15 17:00:00,64148.61,64745.2,64100.0,64519.75,674.68835
2024-04-15 17:15:00,64519.75,64550.0,63618.77,63797.68,967.87034
2024-04-15 17:30:00,63797.69,64170.74,63688.12,63694.4,773.7782
2024-04-15 17:45:00,63694.41,64039.91,63310.99,63908.48,1047.88555
2024-04-15 18:00:00,63908.48,64060.34,63737.18,63742.15,451.5284
2024-04-15 18:15:00,63742.15,63742.15,63111.0,63476.99,1029.43696
2024-04-15 18:30:00,63476.99,63863.22,63295.41,63853.35,815.50224
2024-04-15 18:45:00,63853.34,63875.0,63129.0,63170.87,665.77484
2024-04-15 19:00:00,63170.86,63195.13,62274.4,63021.88,1753.32839
2024-04-15 19:15:00,63021.87,63307.69,62597.0,63123.71,749.15845
2024-04-15 19:30:00,63123.7,63471.7,63040.57,63320.32,819.67308
2024-04-15 19:45:00,63320.33,63632.5,63292.63,63301.11,592.13318
2024-04-15 20:00:00,63301.11,63633.02,63289.2,63441.64,470.88551
2024-04-15 20:15:00,63441.63,63455.53,62942.82,63270.31,534.95606
2024-04-15 20:30:00,63270.31,63397.27,63139.11,63319.34,268.56428
2024-04-15 20:45:00,63319.35,63319.35,62982.32,63112.96,309.97183
2024-04-15 21:00:00,63112.96,63474.55,63112.96,63295.74,307.87605
